postcode,title,query_postcode,district,municipality,locality,lat,lng
3100-713,Carvalhal D'Além,3100-713,Leiria,Pombal,São Simão de Litém,39.832084,-8.616198
8365-040,Rua 13 de Maio,8365-040,Faro,Silves,Alcantarilha,37.132234,-8.346486
4910-651,Travessa da Igreja,4910-651,Viana do Castelo,Caminha,Vile,41.813566,-8.837014
7780-591,Monte Sorraias,7780-591,Beja,Castro Verde,São Marcos da Ataboeira,37.656288,-7.938624
8600-207,Terras Brancas,8600-207,Faro,Lagos,Luz,37.163042,-8.742583
2450-288,Rua Colónia Balnear do Ribatejo,2450-288,Leiria,Nazaré,Nazaré,39.603405,-9.069045
8365-308,Várzeas Alcantarilha,8365-308,Faro,Silves,Alcantarilha,37.129553,-8.345358
9000-500,Estrada Liberdade,9000-500,Madeira,Funchal,São Pedro,32.640155,-16.924778
6290-092,Novelães,6290-092,Guarda,Gouveia,Lagarinhos,40.511396,-7.593818
9370-281,Vereda Reis Magos,9370-281,Madeira,Calheta (Madeira),Estreito da Calheta,,
2775-315,Praceta Doutor Henrique Barata Pereira,2775-315,Lisboa,Cascais,Parede,38.691772,-9.360046
3200-036,Pombal,3200-036,Coimbra,Lousã,Foz de Arouce,40.155271,-8.269682
7750-508,Monte Costa,7750-508,Beja,Mértola,São João dos Caldeireiros,37.492172,-7.899846
2460-500,Travessa do Barreirão,2460-500,Leiria,Alcobaça,Évora de Alcobaça,39.501552,-9.023266
3680-074,Rua da Remolha,3680-074,Viseu,Oliveira de Frades,Oliveira de Frades,40.724354,-8.184098
9200-141,Vereda da Levada,9200-141,Madeira,Machico,Machico,38.729982,-9.172537
3105-160,Cavadas,3105-160,Leiria,Pombal,Louriçal,40.035654,-8.753765
8200-556,Canais,8200-556,Faro,Albufeira,Ferreiras,37.151182,-8.241770
4620-364,Espindo,4620-364,Porto,Lousada,Meinedo,41.248792,-8.258005
4625-441,Fiveda,4625-441,Porto,Marco de Canaveses,Sande,41.104114,-8.183786
5400-714,Avenida do Tãmega,5400-714,Vila Real,Chaves,Santa Maria Maior,41.759749,-7.456480
7750-384,Poços Novos,7750-384,Beja,Mértola,Mértola,37.666506,-7.651897
7630-527,Maravilhas de Baixo,7630-527,Beja,Odemira,São Martinho das Amoreiras,37.650899,-8.403608
8650-030,Monte Rui Vaz,8650-030,Faro,Vila do Bispo,Barão de São Miguel,37.106319,-8.794701
8650-450,Vale das Meias,8650-450,Faro,Vila do Bispo,Barão de São Miguel,37.105122,-8.796270
8100-268,Nora de Apra,8100-268,Faro,Loulé,São Clemente,37.128284,-8.157020
8200-456,Areeiro,8200-456,Faro,Albufeira,Paderne,37.176819,-8.201832
8400-570,Rua Bartolomeu Dias,8400-570,Faro,Lagoa (Algarve),Carvoeiro,,
2710-540,Caminho das Azenhas,2710-540,Lisboa,Sintra,São Martinho,38.800813,-9.391453
5400-554,Rua Trindade,5400-554,Vila Real,Chaves,Santa Maria Maior,41.716102,-7.489383
8400-560,Rocha Brava,8400-560,Faro,Lagoa (Algarve),Carvoeiro,37.090021,-8.447254
7005-756,Foros do Queimado,7005-756,Évora,São Miguel de Machede,São Miguel de Machede,38.649866,-7.705227
8900-407,Monte Forra,8900-407,Faro,Vila Real de Santo António,Monte Gordo,37.181258,-7.542356
4625-531,Foz,4625-531,Porto,Marco de Canaveses,São Lourenço do Douro,41.103349,-8.193712
4990-580,Cadém,4990-580,Viana do Castelo,Ponte de Lima,Calvelo,41.711702,-8.614510
3680-144,Quinta da Ribeira,3680-144,Viseu,Oliveira de Frades,Oliveira de Frades,40.727810,-8.230274
5100-415,Pousada,5100-415,Viseu,Lamego,Cambres,41.124369,-7.802109
7665-801,Corte Sevilha,7665-801,Beja,Odemira,Sabóia,37.525172,-8.487760
2500-516,Rua Maldonado Freitas,2500-516,Leiria,Caldas da Rainha,Foz do Arelho,39.430181,-9.204031
6260-135,Travessa Gomes Abreu,6260-135,Guarda,Manteigas,Santa Maria,40.391539,-7.536600
7630-208,Portas do Transval,7630-208,Beja,Odemira,Santa Maria,37.651551,-8.571268
4880-245,Rua da Via Cova,4880-245,Vila Real,Mondim de Basto,Mondim de Basto,41.362187,-7.886738
8150-053,Funchais,8150-053,Faro,São Brás de Alportel,São Brás de Alportel,37.177698,-7.910904
3330-304,Bairro de São Paulo,3330-304,Coimbra,Góis,Góis,40.155459,-8.113455
2300-532,Avenida Dom Nuno Álvares Pereira,2300-532,Santarém,Tomar,São João Batista,39.596461,-8.408949
4540-197,Rua Mafalda Valente,4540-197,Aveiro,Arouca,Arouca,40.940277,-8.281049
9020-117,Caminho Romeiras,9020-117,Madeira,Funchal,Santo António,32.670101,-16.947540
4630-135,Caminho do Outeiro,4630-135,Porto,Marco de Canaveses,Rio de Galinhas,41.189953,-8.153465
7750-705,Castelejo,7750-705,Beja,Mértola,São Pedro de Solis,37.469493,-7.895577
9300-261,Estrada Padre António Dinis Henriques,9300-261,Madeira,Câmara de Lobos,Quinta Grande,32.659401,-17.017967
5085-120,Além da Fonte,5085-120,Vila Real,Alijó,Vilarinho de Cotas,41.213643,-7.527239
2435-313,Ramalhareira,2435-313,Santarém,Ourém,Freixianda,39.733271,-8.463387
4950-710,Cruzeiro,4950-710,Viana do Castelo,Monção,Riba de Mouro,42.023850,-8.363891
8200-641,Praceta Manuel José de Paiva,8200-641,Faro,Albufeira,Olhos de Água,37.103701,-8.170078
9360-349,Caminho da Cruz,9360-349,Madeira,Ponta do Sol,Canhas,32.684497,-17.086190
2300-312,Arrascada,2300-312,Santarém,Tomar,São João Batista,39.624780,-8.389734
4535-066,Rua do Comércio,4535-066,Aveiro,Santa Maria da Feira,Lourosa,40.992341,-8.552238
9385-110,Salão de Baixo,9385-110,Madeira,Calheta (Madeira),Ponta do Pargo,,
6270-100,Rua do Tapado,6270-100,Guarda,Seia,Loriga,40.415080,-7.721145
4870-113,Carido,4870-113,Vila Real,Ribeira de Pena,Salvador,41.526100,-7.797336
9200-073,Caramanchão,9200-073,Madeira,Machico,Machico,38.729982,-9.172537
4625-250,Paços,4625-250,Porto,Marco de Canaveses,Paços de Gaiolo,41.108589,-8.113565
2510-132,Quinta da Pegada,2510-132,Leiria,Óbidos,São Pedro (Óbidos),39.355599,-9.123480
9385-100,Ribeira da Vaca,9385-100,Madeira,Calheta (Madeira),Ponta do Pargo,32.810207,-17.244495
7330-075,Registo,7330-075,Portalegre,Marvão,Santa Maria de Marvão,39.448710,-7.371385
8600-070,Bravura,8600-070,Faro,Lagos,Bensafrim,37.163042,-8.742583
6300-210,Almeidinha,6300-210,Guarda,São Pedro Jarmelo,São Pedro Jarmelo,40.598764,-7.126497
8900-044,Monte Pita,8900-044,Faro,Vila Real de Santo António,Vila Nova de Cacela,37.172748,-7.529916
4860-129,Fráguas,4860-129,Braga,Cabeceiras de Basto,Cabeceiras de Basto,41.505937,-7.906720
4890-352,Veiga,4890-352,Braga,Celorico de Basto,Gagos,41.413923,-8.015659
8600-263,Castelos,8600-263,Faro,Lagos,Odiáxere,37.163042,-8.742583
2560-400,Estrada Nacional 247,2560-400,Lisboa,Torres Vedras,Silveira,39.074048,-9.388078
8600-114,Matos Brancos,8600-114,Faro,Lagos,Luz,37.119453,-8.741743
8005-533,Torre Natal,8005-533,Faro,Conceição,Conceição,37.102445,-7.963735
6230-298,Rua Cidade da Marinha Grande,6230-298,Castelo Branco,Fundão,Fundão,40.201567,-7.375153
8300-018,Bastos,8300-018,Faro,Silves,Silves,37.188029,-8.441024
3230-292,Ponte do Espinhal,3230-292,Coimbra,Penela,Santa Eufémia,40.018866,-8.372192
7570-406,Alagoas,7570-406,Setúbal,Grândola,Melides,38.147282,-8.729145
4425-034,Rua das Cavadas,4425-034,Porto,Maia,Pedrouços,41.189278,-8.596781
3405-386,Quinta do Vale Cervo,3405-386,Coimbra,Oliveira do Hospital,Seixo da Beira,40.396525,-7.858865
4585-292,Rua Redondo,4585-292,Porto,Paredes,Parada de Todeia,41.161368,-8.378387
2440-020,Travessa do Vicente,2440-020,Leiria,Batalha,Batalha,39.656340,-8.802120
9230-085,Barreiro,9230-085,Madeira,Santana,Santana,,
2500-674,Rua da Ponte,2500-674,Leiria,Caldas da Rainha,Salir do Porto,39.496671,-9.148609
8375-050,Monte Branco,8375-050,Faro,Silves,São Bartolomeu de Messines,37.333496,-8.307941
3220-232,Pereira,3220-232,Coimbra,Miranda do Corvo,Miranda do Corvo,40.079296,-8.293497
9200-041,Palmeira Cima,9200-041,Madeira,Machico,Caniçal,,
4250-371,Rua Capitão Pombeiro,4250-371,Porto,Paranhos,Paranhos,41.165848,-8.612002
4890-552,Aldeia,4890-552,Braga,Celorico de Basto,Vale de Bouro,41.413923,-8.015659
8200-375,Caminho do Poço de Paderne,8200-375,Faro,Albufeira,Albufeira,37.126281,-8.242570
2300-605,Travessa Gil Avô,2300-605,Santarém,Tomar,São João Batista,39.604929,-8.414049
2500-569,Rua das Fontainhas,2500-569,Leiria,Caldas da Rainha,Nadadouro,39.426446,-9.174980
2140-415,Rua da Caniceira,2140-415,Santarém,Chamusca,Vale de Cavalos,39.278225,-8.501645
9300-052,Rua Espírito Santo,9300-052,Madeira,Câmara de Lobos,Câmara de Lobos,,
9240-021,Cardais de Cima,9240-021,Madeira,São Vicente,São Vicente,32.799060,-17.041691
4880-202,Senhor da Ponte,4880-202,Vila Real,Mondim de Basto,Mondim de Basto,41.335836,-7.889092
4535-135,Travessa Madriga,4535-135,Aveiro,Santa Maria da Feira,Lourosa,40.993496,-8.552043
2635-459,Rua da Silveira,2635-459,Lisboa,Sintra,Rio de Mouro,38.781957,-9.332073
4990-179,Rua do Senhor de Pias,4990-179,Viana do Castelo,Ponte de Lima,Arcozelo,41.734631,-8.650111
4935-575,Quelha Barrocos de Cima,4935-575,Viana do Castelo,Castelo do Neiva,Castelo do Neiva,41.622921,-8.809834
5445-014,Ribas,5445-014,Vila Real,Valpaços,Argeriz,41.583208,-7.402146
2500-619,Rua do Talefe,2500-619,Leiria,Caldas da Rainha,Nadadouro,39.420876,-9.082239
9270-011,Achada da Arruda,9270-011,Madeira,Porto Moniz,Achadas da Cruz,32.844521,-17.211908
4960-061,Estrada,4960-061,Viana do Castelo,Melgaço,Castro Laboreiro,42.029972,-8.157817
2500-111,Praça 5 de Outubro,2500-111,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.403982,-9.136948
7670-212,Monte Cordovães,7670-212,Beja,Ourique,Ourique,37.775570,-8.242037
4660-301,Brejo,4660-301,Viseu,Resende,São Cipriano,41.084612,-7.948819
2460-670,Rua Marquês Rio Maior,2460-670,Leiria,Alcobaça,São Martinho do Porto,39.511081,-9.134761
8400-407,Estrada da Marinha,8400-407,Faro,Lagoa (Algarve),Lagoa,37.141153,-8.513850
2000-346,Vale Flores,2000-346,Santarém,Achete,Achete,39.336160,-8.719722
9360-557,Estrada do Serrado,9360-557,Madeira,Ponta do Sol,Ponta do Sol,32.706160,-17.134951
7320-203,Mendão,7320-203,Portalegre,Castelo de Vide,Santa Maria da Devesa,39.509725,-7.515342
2460-610,Chiqueda,2460-610,Leiria,Alcobaça,Aljubarrota (Prazeres),39.542107,-8.952844
9360-556,Caminho do Tornadouro,9360-556,Madeira,Ponta do Sol,Ponta do Sol,32.688625,-17.085710
8600-187,Urbanização Luz Verde,8600-187,Faro,Lagos,Luz,37.091581,-8.731973
3270-025,Nodeirinho,3270-025,Leiria,Pedrógão Grande,Graça,39.929875,-8.235731
4640-015,Esmoriz,4640-015,Porto,Baião,Ancede,41.113888,-8.065778
2500-226,Rua Leão Azedo,2500-226,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.406170,-9.133985
8365-231,Amendoais,8365-231,Faro,Silves,Tunes,37.181702,-8.267991
7630-431,Barranquinho,7630-431,Beja,Odemira,São Luís,37.743725,-8.632721
5470-092,Paredes do Rio,5470-092,Vila Real,Montalegre,Covelães,41.777600,-7.845977
9020-130,Caminho Velho Quinta,9020-130,Madeira,Funchal,São Roque,32.683942,-16.954215
4900-082,Rua Cândido dos Reis,4900-082,Viana do Castelo,Santa Maria Maior,Santa Maria Maior,41.693113,-8.831984
2520-444,Rua Garrett,2520-444,Leiria,Peniche,Conceição,39.357332,-9.381201
4640-267,Pedreda,4640-267,Porto,Baião,Gove,41.133144,-8.065476
5050-316,Bogalheira,5050-316,Vila Real,Peso da Régua,Loureiro,41.173364,-7.743310
7050-581,Alsilor,7050-581,Évora,Montemor-o-Novo,São Cristóvão,38.491471,-8.307270
7580-626,Largo Luís de Camões,7580-626,Setúbal,Alcácer do Sal,Comporta,38.370927,-8.507029
9240-031,Laranjal,9240-031,Madeira,São Vicente,São Vicente,32.793907,-17.036035
8100-223,Alto do Relógio,8100-223,Faro,Loulé,São Clemente,37.129126,-7.999441
3830-655,Rua Dom Manuel Trindade Salgueiro,3830-655,Aveiro,Ílhavo,Gafanha da Nazaré,40.607927,-8.672498
3240-687,Pinheiro,3240-687,Leiria,Ansião,Santiago da Guarda,39.908956,-8.433806
2500-201,Rua Fernão Magalhães,2500-201,Leiria,Caldas da Rainha,Santo Onofre,39.409814,-9.142937
3680-025,Vila Chã,3680-025,Viseu,Oliveira de Frades,Arcozelo das Maias,40.736804,-8.259484
7800-650,Monte maria do Vale,7800-650,Beja,Nossa Senhora das Neves,Nossa Senhora das Neves,38.016115,-7.674315
2500-597,Travessa Doutor Francisco Sá Carneiro,2500-597,Leiria,Caldas da Rainha,Nadadouro,39.422708,-9.182508
2560-510,Urbanização do Vale da Azenha,2560-510,Lisboa,Torres Vedras,Silveira,39.114514,-9.366964
1170-223,Rua Marques da Silva,1170-223,Lisboa,São Jorge de Arroios,São Jorge de Arroios,38.729915,-9.133405
9230-141,Achada do Pico,9230-141,Madeira,Santana,São Jorge,32.819706,-16.909402
9360-519,Caminho da Borboleta,9360-519,Madeira,Ponta do Sol,Ponta do Sol,32.682931,-17.103992
4150-564,Via Panorâmica Edgar Cardoso,4150-564,Porto,Lordelo do Ouro,Lordelo do Ouro,41.149223,-8.640103
7350-227,Estrada das Fontaínhas,7350-227,Portalegre,Elvas,Caia e São Pedro,38.882160,-7.163744
8670-012,Alcaria,8670-012,Faro,Aljezur,Aljezur,37.314683,-8.804527
9270-124,Feiteiras,9270-124,Madeira,Porto Moniz,Seixal,,
3680-201,Alagoa,3680-201,Viseu,Oliveira de Frades,Ribeiradio,40.708298,-8.308600
4625-200,Boavista,4625-200,Porto,Marco de Canaveses,Paços de Gaiolo,41.101213,-8.148690
2305-418,Charneca do Maxial,2305-418,Santarém,Tomar,Madalena,39.664275,-8.420746
7200-172,Horta dos Rebaredos,7200-172,Évora,Reguengos de Monsaraz,Monsaraz,38.445243,-7.379230
5400-576,Izei,5400-576,Vila Real,Chaves,Samaiões,41.691413,-7.463644
9240-040,Pico - Fajã da Areia,9240-040,Madeira,São Vicente,São Vicente,32.813847,-17.030117
3420-228,Sergudo,3420-228,Coimbra,Tábua,São João da Boa Vista,40.326729,-7.999974
4625-206,Campo,4625-206,Porto,Marco de Canaveses,Paços de Gaiolo,41.125603,-8.212237
9400-207,Caminho da Levada das Alagoas,9400-207,Madeira,Porto Santo,Porto Santo,,
8400-152,Rua Nossa Senhora das Dores,8400-152,Faro,Lagoa (Algarve),Estombar,37.114845,-8.452277
8400-457,Rua António Manuel Pequeno,8400-457,Faro,Lagoa (Algarve),Porches,37.125559,-8.401224
8670-142,Monte da Vinha,8670-142,Faro,Aljezur,Aljezur,37.314683,-8.804527
4810-439,Rua Dom Domingos Silva Gonçalves,4810-439,Braga,Guimarães,São Sebastião (Guimarães),41.439786,-8.289370
1269-073,Rua Castilho,1269-073,Lisboa,Coração de Jesus,Coração de Jesus,38.722424,-9.151226
4750-024,Rua de Portela,4750-024,Braga,Barcelos,Aborim,41.616602,-8.632581
7250-204,Rua A,7250-204,Évora,Alandroal,Nossa Senhora da Conceição,38.622644,-7.345668
4585-895,Rua da Ponte,4585-895,Porto,Paredes,Sobreira,41.197440,-8.425872
6270-014,Vasco Esteves de Cima,6270-014,Guarda,Seia,Alvoco da Serra,40.273315,-7.708099
8375-013,Barradas,8375-013,Faro,Silves,São Bartolomeu de Messines,37.261443,-8.302659
7580-501,Águas Pousadas,7580-501,Setúbal,Alcácer do Sal,Santiago,38.371521,-8.509528
7330-315,Jardim,7330-315,Portalegre,Marvão,São Salvador da Aramenha,39.374935,-7.388766
4805-609,Rua de São Romão,4805-609,Braga,Guimarães,São Vicente de Oleiros,41.525963,-8.321036
3620-168,Cruzamento Paraduça,3620-168,Viseu,Moimenta da Beira,Leomil,40.990535,-7.678248
4890-017,Rua Doutor António Rodrigues Salgado,4890-017,Braga,Celorico de Basto,Arnoia,41.413923,-8.015659
8800-255,São Pedro Calvário,8800-255,Faro,Tavira,Santiago Tavira,37.120544,-7.657573
3420-307,Praça Professor Doutor Castanheira Neves,3420-307,Coimbra,Tábua,Tábua,40.361221,-8.031133
4505-150,Rua Parque Industrial,4505-150,Aveiro,Santa Maria da Feira,Argoncilhe,41.026872,-8.550930
4560-755,Rans,4560-755,Porto,Penafiel,Rans,41.169838,-8.296794
3270-312,Rua Jornal A Comarca,3270-312,Leiria,Pedrógão Grande,Pedrógão Grande,,
4750-064,Rua dos Caminheiros de Santiago,4750-064,Braga,Barcelos,Lijó,-33.485706,-70.727982
3460-472,Covelo Tonda,3460-472,Viseu,Tondela,Tonda,40.496346,-8.062670
9370-418,Vereda Moinho,9370-418,Madeira,Calheta (Madeira),Jardim do Mar,,
7330-120,Rua do Terreiro,7330-120,Portalegre,Marvão,Santa Maria de Marvão,39.394001,-7.375369
1399-022,Rua Professor Gomes Teixeira,1399-022,Lisboa,Santo Condestável,Santo Condestável,38.713161,-9.166583
4560-871,Cruzes,4560-871,Porto,Penafiel,Vila Cova,41.163345,-8.297764
4960-613,Poço Santiago,4960-613,Viana do Castelo,Melgaço,Vila,42.052959,-8.207163
4990-069,Rua 31 de Janeiro,4990-069,Viana do Castelo,Ponte de Lima,Ponte de Lima,40.972016,-8.538915
3305-142,Rua Doutor Alberto Moura Pinto,3305-142,Coimbra,Arganil,Coja,40.257944,-7.923387
2500-517,Rua do Penedo Furado,2500-517,Leiria,Caldas da Rainha,Foz do Arelho,39.423333,-9.208002
7400-504,Monte da Fonte Branca de Baixo,7400-504,Portalegre,Ponte de Sor,Vale de Açor,39.249056,-7.923074
3250-144,Carrasqueiras,3250-144,Leiria,Alvaiázere,Alvaiázere,39.820394,-8.378545
4635-611,Merelhe,4635-611,Porto,Marco de Canaveses,Várzea Ovelha e Aliviada,41.202796,-8.540082
8670-160,Viana,8670-160,Faro,Aljezur,Aljezur,37.314683,-8.804527
6285-110,Largo António Alves Miguel,6285-110,Guarda,Seia,Vide,40.261636,-7.769944
2435-426,Capucho,2435-426,Santarém,Ourém,Olival,39.705256,-8.614907
3510-115,Quinta da Tapada,3510-115,Viseu,São José,São José,40.639115,-7.932784
8200-144,Rua Joaquim M. de Mendonça Gouveia,8200-144,Faro,Albufeira,Albufeira,37.087833,-8.253001
7520-165,Quinta João Mendes,7520-165,Setúbal,Sines,Sines,37.955737,-8.858001
7480-012,Courela das Almas,7480-012,Portalegre,Avis,Alcórrego,39.096980,-7.905087
2495-668,Rua Dom Ximenes Belo,2495-668,Santarém,Ourém,Fátima,39.567399,-8.694732
4720-643,Travessa da Boavista,4720-643,Braga,Amares,Bouro (Santa Maria),41.657665,-8.325295
4610-500,Avenida de Felgueiras,4610-500,Porto,Felgueiras,Penacova,-16.787131,-49.323777
9000-256,Rua Alto Amparo,9000-256,Madeira,Funchal,São Martinho,32.642989,-16.943451
8670-021,Travessa da Escola,8670-021,Faro,Aljezur,Aljezur,37.397194,-8.783077
3200-510,Rua Carlos Reis,3200-510,Coimbra,Lousã,Lousã,,
7580-098,Calçada 31 de Janeiro,7580-098,Setúbal,Alcácer do Sal,Santa Maria do Castelo,38.372302,-8.510394
4835-452,Rua da Liberdade,4835-452,Braga,Guimarães,Tabuadelo,41.397671,-8.278655
2305-314,Casal Novo,2305-314,Santarém,Tomar,Casais,39.641582,-8.366726
5070-050,Rua Francisco Artur Martins,5070-050,Vila Real,Alijó,Alijó,41.266774,-7.474748
4540-181,Pernouzela,4540-181,Aveiro,Arouca,Arouca,40.890918,-8.327416
7630-766,Rua Camilo,7630-766,Beja,Odemira,Zambujeira do Mar,37.651551,-8.571268
3880-924,Rua de São Vicente,3880-924,Aveiro,Ovar,São Vicente de Pereira Jusã,40.867604,-8.633530
4720-705,Rua da Igreja,4720-705,Braga,Amares,Sequeiros,41.634089,-8.336055
3260-322,Coutada,3260-322,Leiria,Figueiró dos Vinhos,Figueiró dos Vinhos,39.917989,-8.291843
2500-644,Formigal,2500-644,Leiria,Caldas da Rainha,Salir de Matos,39.409256,-9.093203
1000-054,Avenida Almirante Reis,1000-054,Lisboa,São Jorge de Arroios,São Jorge de Arroios,38.736613,-9.133838
4765-546,Travessa General Humberto Delgado,4765-546,Braga,Guimarães,Serzedelo,41.392348,-8.408909
5100-191,Urbanização São Gens,5100-191,Viseu,Lamego,Almacave,41.102926,-7.814106
1269-097,Rua Saraiva de Carvalho,1269-097,Lisboa,Santo Condestável,Santo Condestável,38.717429,-9.159816
5470-240,Rua Casal do Marco,5470-240,Vila Real,Montalegre,Montalegre,41.805870,-7.886639
4810-669,Travessa do Casal,4810-669,Braga,Guimarães,São Tomé Abação,41.408622,-8.271434
3885-234,Travessa da Biquinha,3885-234,Aveiro,Ovar,Cortegaça,40.937060,-8.616871
2480-113,Tremoceira,2480-113,Leiria,Porto de Mós,Pedreiras,39.600965,-8.858391
2460-030,Praça Dom Afonso Henriques,2460-030,Leiria,Alcobaça,Alcobaça,39.549379,-8.979236
1149-076,Rua da Mouraria,1149-076,Lisboa,Socorro,Socorro,38.715939,-9.135479
7570-345,Outeiro do André,7570-345,Setúbal,Grândola,Grândola,38.174772,-8.567121
2460-768,Casal Marquês,2460-768,Leiria,Alcobaça,Vimeiro,39.540167,-9.033027
2500-301,Rua Doutor Artur Figueiroa Rêgo,2500-301,Leiria,Caldas da Rainha,Nossa Senhora do Pópulo,39.417304,-9.132413
2675-520,Rua Correia Garção,2675-520,Lisboa,Odivelas,Odivelas,38.798121,-9.174283
2420-020,Cardosos,2420-020,Leiria,Arrabal,Arrabal,39.763162,-8.729094
7630-490,Zambujeira,7630-490,Beja,Odemira,São Luís,37.672182,-8.648737
7425-014,Farinha Branca,7425-014,Portalegre,Ponte de Sor,Montargil,39.077657,-8.177346
4880-085,Travassos,4880-085,Vila Real,Mondim de Basto,Bilhó,41.423676,-7.846797
4630-567,Leirós,4630-567,Porto,Marco de Canaveses,Paredes de Viadores,41.116494,-8.113458
2440-170,Rua dos Falaios,2440-170,Leiria,Batalha,Batalha,39.642320,-8.814610
3240-552,Barrosos,3240-552,Leiria,Ansião,Lagarteira,39.939043,-8.496963
3200-031,Marmeleira,3200-031,Coimbra,Lousã,Foz de Arouce,40.142871,-8.255101
3105-345,Rio Torto,3105-345,Leiria,Pombal,Redinha,40.005314,-8.584924
2300-360,Rua do Pé da Costa de Cima,2300-360,Santarém,Tomar,Tomar,39.602878,-8.415750
3030-021,Rua Sanches da Gama,3030-021,Coimbra,Santo António dos Olivais,Santo António dos Olivais,40.200707,-8.415969
7555-266,Sol Posto,7555-266,Setúbal,Santiago do Cacém,Cercal,37.889274,-8.634937
3360-152,Paradela da Cortiça,3360-152,Coimbra,Penacova,Paradela,40.275393,-8.181210
